"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
373,21.8,0.9957,0.2518,,0.2%,,
373,30.1,0.9956,0.3081,,0.2%,,
373,39.9,0.9913,0.3677,,0.2%,,
373,50.1,0.9871,0.4272,,0.2%,,
373,60.2,0.9824,0.4742,,0.2%,,
373,70.0,0.9748,0.5132,,0.2%,,
373,80.1,0.9676,0.5575,,0.2%,,
373,91.1,0.96,0.6029,,0.2%,,
373,100.3,0.9496,0.6408,,0.2%,,
373,108.9,0.9354,0.6799,,0.2%,,
373,115.5,0.9192,0.7184,,0.2%,,
373,118.1,0.9113,0.7298,,0.2%,,
373,120.6,0.8973,,,0.2%,,
373,121.3,0.8854,0.7633,,0.2%,,
373,122.5,0.8481,0.7663,,0.2%,,
