"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
102.4,90,0.977,0.9963,+-0.1,+-0.5,+-0.1%,+-0.1%
104.3,90,0.931,0.987,+-0.1,+-0.5,+-0.1%,+-0.1%
106.9,90,0.801,0.944,+-0.1,+-0.5,+-0.1%,+-0.1%
107.6,90,0.792,0.934,+-0.1,+-0.5,+-0.1%,+-0.1%
107.8,90,0.795,0.945,+-0.1,+-0.5,+-0.1%,+-0.1%
111.0,90,0.705,0.878,+-0.1,+-0.5,+-0.1%,+-0.1%
111.3,90,0.671,0.855,+-0.1,+-0.5,+-0.1%,+-0.1%
116.0,90,0.514,0.676,+-0.1,+-0.5,+-0.1%,+-0.1%
118.0,90,0.43,0.547,+-0.1,+-0.5,+-0.1%,+-0.1%
118.9,90,0.354,0.417,+-0.1,+-0.5,+-0.1%,+-0.1%
119.2,90,0.284,0.305,+-0.1,+-0.5,+-0.1%,+-0.1%
