"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
335.26,101.3,0.075,0.049,,,,
336.6,101.3,0.177,0.137,,,,
337.1,101.3,0.229,0.191,,,,
337.34,101.3,0.262,0.23,,,,
337.44,101.3,0.285,0.259,,,,
337.6,101.3,0.345,0.339,,,,
337.62,101.3,0.357,0.356,,,,
337.62,101.3,0.365,0.366,,,,
337.61,101.3,0.387,0.396,,,,
337.58,101.3,0.395,0.408,,,,
337.55,101.3,0.404,0.42,,,,
337.35,101.3,0.452,0.488,,,,
337.2,101.3,0.466,0.51,,,,
337.19,101.3,0.474,0.52,,,,
336.82,101.3,0.519,0.579,,,,
336.34,101.3,0.564,0.641,,,,
335.88,101.3,0.594,0.679,,,,
335.57,101.3,0.61,0.697,,,,
335.31,101.3,0.624,0.715,,,,
334.39,101.3,0.684,0.78,,,,
333.38,101.3,0.747,0.84,,,,
330.68,101.3,0.918,0.961,,,,
