"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
41.72,750,0.0,0.0,,,,
40.32,750,0.0128,0.0559,,,,
37.42,750,0.0443,0.1692,,,,
33.33,750,0.1092,0.3112,,,,
32.33,750,0.1283,0.3412,,,,
29.81,750,0.1895,0.4188,,,,
27.8,750,0.2518,0.507,,,,
26.18,750,0.322,0.5658,,,,
24.52,750,0.4128,0.6282,,,,
