"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
288.15,5.006,0.0,0.0,0.01,,0.0003,0.0003
288.15,5.117,0.0842,0.0876,0.01,,0.0003,0.0003
288.15,5.116,0.1105,0.103,0.01,,0.0003,0.0003
288.15,5.096,0.1462,0.1198,0.01,,0.0003,0.0003
288.15,5.086,0.176,0.1308,0.01,,0.0003,0.0003
288.15,5.066,0.2037,0.1697,0.01,,0.0003,0.0003
288.15,4.984,0.2851,0.1612,0.01,,0.0003,0.0003
288.15,4.849,0.415,0.1882,0.01,,0.0003,0.0003
288.15,4.608,0.5293,0.216,0.01,,0.0003,0.0003
288.15,4.484,0.5806,0.2303,0.01,,0.0003,0.0003
288.15,4.0,0.7115,0.2838,0.01,,0.0003,0.0003
288.15,3.964,0.7211,0.2885,0.01,,0.0003,0.0003
288.15,3.528,0.8055,0.346,0.01,,0.0003,0.0003
288.15,2.377,0.933,0.5726,0.01,,0.0003,0.0003
288.15,1.451,1.0,1.0,0.01,,0.0003,0.0003
