"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
285.0,504,0.024,0.9366,+-0.01,0.0003,+-0.001,+-0.001
285.0,1018,0.0476,0.9642,+-0.01,0.0003,+-0.001,+-0.001
285.0,1998,0.095,0.9782,+-0.01,0.0003,+-0.001,+-0.001
285.0,3048,0.1695,0.9828,+-0.01,0.0003,+-0.001,+-0.001
285.0,3512,0.2257,0.9828,+-0.01,0.0003,+-0.001,+-0.001
285.0,3873,0.313,0.9834,+-0.01,0.0003,+-0.001,+-0.001
285.0,3979,0.3804,0.9835,+-0.01,0.0003,+-0.001,+-0.001
285.0,4002,0.4258,0.9824,+-0.01,0.0003,+-0.001,+-0.001
285.0,4008,0.7506,0.9841,+-0.01,0.0003,+-0.001,+-0.001
285.0,4083,0.8343,0.9847,+-0.01,0.0003,+-0.001,+-0.001
285.0,4243,0.9055,0.9875,+-0.01,0.0003,+-0.001,+-0.001
