"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
40,113,0.08,0.949,,,,
40,240,0.17,0.972,,,,
40,354,0.252,0.977,,,,
40,480,0.356,0.982,,,,
40,600,0.45,0.982,,,,
40,733,0.574,0.984,,,,
40,844,0.687,0.985,,,,
40,973,0.829,0.984,,,,
40,1039,0.882,0.982,,,,
40,1085,0.915,0.981,,,,
