"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
521.5,400,0.078,0.334,0.3,0.3,0.006,0.006
506.0,400,0.116,0.491,0.3,0.3,0.006,0.006
467.5,400,0.255,0.758,0.3,0.3,0.006,0.006
435.2,400,0.42,0.895,0.3,0.3,0.006,0.006
411.3,400,0.607,0.953,0.3,0.3,0.006,0.006
397.8,400,0.734,0.974,0.3,0.3,0.006,0.006
387.6,400,0.869,0.985,0.3,0.3,0.006,0.006
385.5,400,0.92,0.987,0.3,0.3,0.006,0.006
