"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.14,0.91,0.0529,0.9849,0.015,,0.0005,0.0005
313.14,1.84,0.1009,0.9864,0.015,,0.0005,0.0005
313.14,2.92,0.1718,0.9877,0.015,,0.0005,0.0005
313.14,3.93,0.228,0.9894,0.015,,0.0005,0.0005
313.14,4.5,0.28,0.9905,0.015,,0.0005,0.0005
313.14,4.97,0.32,0.9912,0.015,,0.0005,0.0005
313.14,5.49,0.3609,0.9918,0.015,,0.0005,0.0005
313.14,5.9,0.3999,0.9922,0.015,,0.0005,0.0005
313.14,6.31,0.4398,0.9912,0.015,,0.0005,0.0005
313.14,6.65,0.4897,0.99,0.015,,0.0005,0.0005
313.14,7.02,0.5399,0.9886,0.015,,0.0005,0.0005
313.14,7.31,0.5844,0.9865,0.015,,0.0005,0.0005
313.14,7.6,0.6593,0.9823,0.015,,0.0005,0.0005
313.14,7.73,0.7492,0.977,0.015,,0.0005,0.0005
313.14,7.92,0.821,0.9725,0.015,,0.0005,0.0005
