"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
0,500,0.0372,,+- 0.05,+- 3,,
0,600,0.0601,,+- 0.05,+- 3,,
0,800,0.116,0.386,+- 0.05,+- 3,,
0,1000,0.178,0.433,+- 0.05,+- 3,,
