"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
55.14,13.4,0.0,,,,,
55.14,13.464,0.00399,,,,,
55.14,14.513,0.02548,,,,,
55.14,15.228,0.04086,,,,,
55.14,15.855,0.05475,,,,,
55.14,16.382,0.06756,,,,,
55.14,16.874,0.07998,,,,,
55.14,17.233,0.08914,,,,,
55.14,17.562,0.09772,,,,,
55.14,17.871,0.10629,,,,,
55.14,18.149,0.11431,,,,,
55.14,18.77,0.13237,,,,,
55.14,19.31,0.14917,,,,,
55.14,20.901,0.2064,,,,,
55.14,22.69,0.29504,,,,,
55.14,23.606,0.36526,,,,,
55.14,24.087,0.42253,,,,,
55.14,24.349,0.47001,,,,,
55.14,24.557,0.51014,,,,,
55.14,24.626,0.54451,,,,,
55.14,24.642,0.57439,,,,,
55.14,24.646,0.58813,,,,,
55.14,24.65,0.59372,,,,,
55.14,24.648,0.59485,,,,,
55.14,24.649,0.59596,,,,,
55.14,24.65,0.59702,,,,,
55.14,24.65,0.59809,,,,,
55.14,24.651,0.59914,,,,,
55.14,24.651,0.60019,,,,,
55.14,24.65,0.60123,,,,,
55.14,24.47,0.72358,,,,,
55.14,24.47,0.8351,,,,,
55.14,24.47,0.85729,,,,,
55.14,24.47,0.88249,,,,,
55.14,24.47,0.88249,,,,,
55.14,24.47,0.90921,,,,,
55.14,24.47,0.93761,,,,,
55.14,24.47,0.96783,,,,,
55.14,24.492,0.98188,,,,,
55.14,24.493,0.98232,,,,,
55.14,24.494,0.98277,,,,,
55.14,24.495,0.98322,,,,,
55.14,24.497,0.98365,,,,,
55.14,24.503,0.98411,,,,,
55.14,24.506,0.98456,,,,,
55.14,24.5,0.98501,,,,,
55.14,24.494,0.98547,,,,,
55.14,24.499,0.98592,,,,,
55.14,24.497,0.98637,,,,,
55.14,24.491,0.98683,,,,,
55.14,24.482,0.98729,,,,,
55.14,24.431,0.98775,,,,,
55.14,24.101,0.98887,,,,,
55.14,23.597,0.99,,,,,
55.14,23.001,0.99113,,,,,
55.14,22.306,0.99225,,,,,
55.14,21.548,0.99338,,,,,
55.14,20.72,0.9945,,,,,
55.14,19.824,0.99564,,,,,
55.14,18.865,0.99678,,,,,
55.14,17.832,0.99793,,,,,
55.14,17.381,0.99842,,,,,
55.14,16.915,0.9989,,,,,
55.14,16.8,0.99902,,,,,
55.14,16.682,0.99915,,,,,
55.14,16.564,0.99927,,,,,
55.14,16.448,0.99939,,,,,
55.14,16.328,0.99952,,,,,
55.14,16.209,0.99964,,,,,
55.14,16.086,0.99976,,,,,
55.14,15.965,0.99988,,,,,
55.14,15.842,1.0,,,,,
