"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
397.95,1,0.102,0.447,,,,
392.09,1,0.175,0.598,,,,
388.55,1,0.214,0.655,,,,
385.45,1,0.284,0.732,,,,
379.5,1,0.34,0.78,,,,
375.23,1,0.427,0.833,,,,
372.3,1,0.494,0.865,,,,
369.85,1,0.595,0.903,,,,
364.04,1,0.681,0.93,,,,
