"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.48,0.559,0.6072,,0.02,0.01,,
342.84,0.692,0.6072,,0.02,0.01,,
353.18,0.852,0.6072,,0.02,0.01,,
363.23,1.034,0.6072,,0.02,0.01,,
373.17,1.237,0.6072,,0.02,0.01,,
383.23,1.466,0.6072,,0.02,0.01,,
393.16,1.74,0.6072,,0.02,0.01,,
403.19,1.997,0.6072,,0.02,0.01,,
413.16,2.303,0.6072,,0.02,0.01,,
423.23,2.637,0.6072,,0.02,0.01,,
433.21,2.999,0.6072,,0.02,0.01,,
443.19,3.404,0.6072,,0.02,0.01,,
453.22,3.805,0.6072,,0.02,0.01,,
463.09,4.228,0.6072,,0.02,0.01,,
468.19,4.443,0.6072,,0.02,0.01,,
473.21,4.64,0.6072,,0.02,0.01,,
477.58,4.774,0.6072,,0.02,0.01,,
481.22,4.837,0.6072,,0.02,0.01,,
