"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
325,1798,0.007,0.018,,,,
325,1937,0.035,0.075,,,,
325,2032,0.063,0.114,,,,
325,2085,0.084,0.134,,,,
325,2185,0.121,0.173,,,,
325,2250,0.161,0.191,,,,
325,2278,0.19,0.192,,,,
