"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
308.09,3866,0.0307,,0.1,15,,
308.09,3921,0.0395,,0.1,15,,
308.09,4054,0.0792,,0.1,15,,
308.09,4164,0.1363,,0.1,15,,
308.09,4194,0.1768,,0.1,15,,
308.09,4218,0.273,,0.1,15,,
308.09,4201,0.3265,,0.1,15,,
308.09,4178,0.3986,,0.1,15,,
308.09,4153,0.5025,,0.1,15,,
308.09,4129,0.5695,,0.1,15,,
308.09,3880,0.7329,,0.1,15,,
308.09,3181,0.8904,,0.1,15,,
308.09,2424,0.9619,,0.1,15,,
