"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
365.45,1,0.092,0.235,,,,
362.03,1,0.18,0.412,,,,
357.05,1,0.28,0.562,,,,
355.68,1,0.32,0.61,,,,
353.4,1,0.38,0.675,,,,
351.3,1,0.459,0.753,,,,
347.61,1,0.581,0.832,,,,
347.42,1,0.583,0.835,,,,
344.43,1,0.68,0.888,,,,
342.55,1,0.764,0.928,,,,
341.45,1,0.822,0.94,,,,
340.23,1,0.862,0.955,,,,
