"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
369.75,100,0.0,0.0,+-0.1,+-0.01,,
369.05,100,0.009,0.032,+-0.1,+-0.01,,
367.25,100,0.033,0.113,+-0.1,+-0.01,,
365.55,100,0.06,0.189,+-0.1,+-0.01,,
364.45,100,0.08,0.24,+-0.1,+-0.01,,
362.75,100,0.114,0.309,+-0.1,+-0.01,,
359.75,100,0.196,0.422,+-0.1,+-0.01,,
358.15,100,0.251,0.49,+-0.1,+-0.01,,
356.85,100,0.314,0.536,+-0.1,+-0.01,,
355.85,100,0.383,0.577,+-0.1,+-0.01,,
355.05,100,0.468,0.619,+-0.1,+-0.01,,
354.55,100,0.541,0.648,+-0.1,+-0.01,,
354.35,100,0.615,0.668,+-0.1,+-0.01,,
354.15,100,0.667,0.693,+-0.1,+-0.01,,
354.15,100,0.733,0.718,+-0.1,+-0.01,,
354.45,100,0.811,0.752,+-0.1,+-0.01,,
354.95,100,0.874,0.784,+-0.1,+-0.01,,
355.35,100,0.9,0.811,+-0.1,+-0.01,,
355.75,100,0.919,0.837,+-0.1,+-0.01,,
356.55,100,0.947,0.872,+-0.1,+-0.01,,
356.85,100,0.956,0.89,+-0.1,+-0.01,,
357.75,100,0.974,0.929,+-0.1,+-0.01,,
358.45,100,0.986,0.958,+-0.1,+-0.01,,
359.55,100,1.0,1.0,+-0.1,+-0.01,,
