"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
354.25,53.32,0.0,,+-0.1,+-.133,,
343.35,53.32,0.1168,,+-0.1,+-.133,,
340.15,53.32,0.2271,,+-0.1,+-.133,,
338.25,53.32,0.327,,+-0.1,+-.133,,
337.15,53.32,0.4155,,+-0.1,+-.133,,
335.65,53.32,0.5679,,+-0.1,+-.133,,
335.05,53.32,0.5997,,+-0.1,+-.133,,
334.95,53.32,0.6439,,+-0.1,+-.133,,
334.95,53.32,0.681,,+-0.1,+-.133,,
334.75,53.32,0.7147,,+-0.1,+-.133,,
334.65,53.32,0.7474,,+-0.1,+-.133,,
334.25,53.32,0.7993,,+-0.1,+-.133,,
334.05,53.32,0.8455,,+-0.1,+-.133,,
334.05,53.32,0.8882,,+-0.1,+-.133,,
334.1,53.32,0.9178,,+-0.1,+-.133,,
335.45,53.32,1.0,,+-0.1,+-.133,,
