"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
276.19,1.518,0.5488,,0.02,0.0005,0.001,0.001
278.47,1.597,0.5488,,0.02,0.0005,0.001,0.001
283.47,1.783,0.5488,,0.02,0.0005,0.001,0.001
288.4,1.979,0.5488,,0.02,0.0005,0.001,0.001
293.39,2.185,0.5488,,0.02,0.0005,0.001,0.001
298.34,2.401,0.5488,,0.02,0.0005,0.001,0.001
303.27,2.621,0.5488,,0.02,0.0005,0.001,0.001
308.26,2.862,0.5488,,0.02,0.0005,0.001,0.001
313.55,3.126,0.5488,,0.02,0.0005,0.001,0.001
318.5,3.381,0.5488,,0.02,0.0005,0.001,0.001
323.36,3.636,0.5488,,0.02,0.0005,0.001,0.001
328.41,3.911,0.5488,,0.02,0.0005,0.001,0.001
333.37,4.186,0.5488,,0.02,0.0005,0.001,0.001
343.38,4.754,0.5488,,0.02,0.0005,0.001,0.001
352.99,5.343,0.5488,,0.02,0.0005,0.001,0.001
363.44,5.951,0.5488,,0.02,0.0005,0.001,0.001
353.81,5.365,0.5488,,0.02,0.0005,0.001,0.001
363.78,5.975,0.5488,,0.02,0.0005,0.001,0.001
373.81,6.57,0.5488,,0.02,0.0005,0.001,0.001
383.8,7.15,0.5488,,0.02,0.0005,0.001,0.001
393.81,7.75,0.5488,,0.02,0.0005,0.001,0.001
403.76,8.36,0.5488,,0.02,0.0005,0.001,0.001
413.79,8.84,0.5488,,0.02,0.0005,0.001,0.001
423.72,9.315,0.5488,,0.02,0.0005,0.001,0.001
433.73,9.715,0.5488,,0.02,0.0005,0.001,0.001
443.74,10.0,0.5488,,0.02,0.0005,0.001,0.001
453.76,10.1,0.5488,,0.02,0.0005,0.001,0.001
463.74,9.845,0.5488,,0.02,0.0005,0.001,0.001
