"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
220.0,0.492,0.0,0.0,+- 0.02,,+- 0.002,+- 0.002
220.0,1.373,0.0108,0.5174,+- 0.02,,+- 0.002,+- 0.002
220.0,2.457,0.0269,0.6971,+- 0.02,,+- 0.002,+- 0.002
220.0,5.993,0.083,0.815,+- 0.02,,+- 0.002,+- 0.002
220.0,7.485,0.1092,0.8262,+- 0.02,,+- 0.002,+- 0.002
220.0,9.098,0.1338,0.8264,+- 0.02,,+- 0.002,+- 0.002
220.0,11.995,0.1903,0.808,+- 0.02,,+- 0.002,+- 0.002
220.0,1.012,,0.3715,+- 0.02,,+- 0.002,+- 0.002
220.0,1.094,,0.4126,+- 0.02,,+- 0.002,+- 0.002
220.0,1.195,,0.4548,+- 0.02,,+- 0.002,+- 0.002
220.0,1.675,,0.592,+- 0.02,,+- 0.002,+- 0.002
220.0,1.751,,0.6054,+- 0.02,,+- 0.002,+- 0.002
220.0,1.795,,0.6136,+- 0.02,,+- 0.002,+- 0.002
220.0,2.016,,0.6479,+- 0.02,,+- 0.002,+- 0.002
220.0,2.363,,0.6876,+- 0.02,,+- 0.002,+- 0.002
220.0,3.444,,0.7598,+- 0.02,,+- 0.002,+- 0.002
220.0,3.465,,0.761,+- 0.02,,+- 0.002,+- 0.002
220.0,3.774,,0.7737,+- 0.02,,+- 0.002,+- 0.002
220.0,4.029,,0.7821,+- 0.02,,+- 0.002,+- 0.002
220.0,5.207,,0.8081,+- 0.02,,+- 0.002,+- 0.002
220.0,5.27,,0.8094,+- 0.02,,+- 0.002,+- 0.002
220.0,5.313,,0.8096,+- 0.02,,+- 0.002,+- 0.002
220.0,5.466,,0.8114,+- 0.02,,+- 0.002,+- 0.002
220.0,5.985,,0.8182,+- 0.02,,+- 0.002,+- 0.002
220.0,6.746,,0.8232,+- 0.02,,+- 0.002,+- 0.002
220.0,7.111,,0.8253,+- 0.02,,+- 0.002,+- 0.002
220.0,7.143,,0.825,+- 0.02,,+- 0.002,+- 0.002
220.0,7.151,,0.8256,+- 0.02,,+- 0.002,+- 0.002
220.0,7.281,,0.8255,+- 0.02,,+- 0.002,+- 0.002
220.0,7.31,,0.8258,+- 0.02,,+- 0.002,+- 0.002
220.0,7.91,,0.8268,+- 0.02,,+- 0.002,+- 0.002
220.0,8.625,,0.8266,+- 0.02,,+- 0.002,+- 0.002
220.0,9.198,,0.8258,+- 0.02,,+- 0.002,+- 0.002
220.0,10.32,,0.8208,+- 0.02,,+- 0.002,+- 0.002
220.0,10.46,,0.8199,+- 0.02,,+- 0.002,+- 0.002
220.0,10.894,,0.817,+- 0.02,,+- 0.002,+- 0.002
220.0,11.311,,0.8136,+- 0.02,,+- 0.002,+- 0.002
220.0,11.478,,0.8118,+- 0.02,,+- 0.002,+- 0.002
220.0,11.968,,0.8076,+- 0.02,,+- 0.002,+- 0.002
220.0,12.677,,0.7991,+- 0.02,,+- 0.002,+- 0.002
220.0,12.962,,0.7964,+- 0.02,,+- 0.002,+- 0.002
