"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
161.8,760,0.0,0.0,0.01,+-0.003,,
153.9,760,0.013,0.195,0.01,+-0.003,,
135.95,760,0.05,0.542,0.01,+-0.003,,
127.5,760,0.07,0.662,0.01,+-0.003,,
116.9,760,0.097,0.774,0.01,+-0.003,,
111.1,760,0.117,0.816,0.01,+-0.003,,
104.9,760,0.136,0.859,0.01,+-0.003,,
98.7,760,0.161,0.892,0.01,+-0.003,,
93.55,760,0.185,0.917,0.01,+-0.003,,
90.55,760,0.205,0.925,0.01,+-0.003,,
86.1,760,0.231,0.943,0.01,+-0.003,,
81.3,760,0.273,0.953,0.01,+-0.003,,
77.0,760,0.306,0.964,0.01,+-0.003,,
73.9,760,0.335,0.972,0.01,+-0.003,,
69.2,760,0.384,0.978,0.01,+-0.003,,
63.65,760,0.447,0.985,0.01,+-0.003,,
59.15,760,0.526,0.989,0.01,+-0.003,,
53.1,760,0.64,0.994,0.01,+-0.003,,
49.35,760,0.722,0.996,0.01,+-0.003,,
44.8,760,0.841,0.998,0.01,+-0.003,,
39.75,760,1.0,1.0,0.01,+-0.003,,
