"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
110,291.76,0.01,0.065,+-0.05,+-0.2,+-0.005,+-0.005
110,346.9,0.05,0.238,+-0.05,+-0.2,+-0.005,+-0.005
110,398.46,0.1,0.361,+-0.05,+-0.2,+-0.005,+-0.005
110,440.06,0.15,0.444,+-0.05,+-0.2,+-0.005,+-0.005
110,477.0,0.2,0.509,+-0.05,+-0.2,+-0.005,+-0.005
110,511.42,0.25,0.563,+-0.05,+-0.2,+-0.005,+-0.005
110,543.66,0.3,0.609,+-0.05,+-0.2,+-0.005,+-0.005
110,573.31,0.35,0.649,+-0.05,+-0.2,+-0.005,+-0.005
110,599.82,0.4,0.682,+-0.05,+-0.2,+-0.005,+-0.005
110,622.92,0.45,0.711,+-0.05,+-0.2,+-0.005,+-0.005
110,642.77,0.5,0.735,+-0.05,+-0.2,+-0.005,+-0.005
110,659.88,0.55,0.757,+-0.05,+-0.2,+-0.005,+-0.005
110,675.03,0.6,0.778,+-0.05,+-0.2,+-0.005,+-0.005
110,688.97,0.65,0.798,+-0.05,+-0.2,+-0.005,+-0.005
110,702.25,0.7,0.82,+-0.05,+-0.2,+-0.005,+-0.005
110,714.97,0.75,0.843,+-0.05,+-0.2,+-0.005,+-0.005
110,726.72,0.8,0.867,+-0.05,+-0.2,+-0.005,+-0.005
110,736.59,0.85,0.893,+-0.05,+-0.2,+-0.005,+-0.005
110,743.43,0.9,0.918,+-0.05,+-0.2,+-0.005,+-0.005
110,746.36,0.95,0.951,+-0.05,+-0.2,+-0.005,+-0.005
110,746.42,0.97,0.969,+-0.05,+-0.2,+-0.005,+-0.005
110,746.24,0.98,0.979,+-0.05,+-0.2,+-0.005,+-0.005
110,745.96,0.99,0.982,+-0.05,+-0.2,+-0.005,+-0.005
