"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
328.15,35.27,0.0,,+-0.002,0.01,0.0003,
328.15,41.08,0.0248,,+-0.002,0.01,0.0003,
328.15,46.26,0.0549,,+-0.002,0.01,0.0003,
328.15,57.34,0.1471,,+-0.002,0.01,0.0003,
328.15,62.28,0.2135,,+-0.002,0.01,0.0003,
328.15,66.15,0.287,,+-0.002,0.01,0.0003,
328.15,68.18,0.3334,,+-0.002,0.01,0.0003,
328.15,69.77,0.3776,,+-0.002,0.01,0.0003,
328.15,71.0,0.416,,+-0.002,0.01,0.0003,
328.15,71.99,0.4573,,+-0.002,0.01,0.0003,
328.15,72.71,0.4902,,+-0.002,0.01,0.0003,
328.15,72.98,0.5014,,+-0.002,0.01,0.0003,
328.15,74.37,0.5917,,+-0.002,0.01,0.0003,
328.15,74.94,0.6444,,+-0.002,0.01,0.0003,
328.15,75.39,0.6951,,+-0.002,0.01,0.0003,
328.15,75.64,0.7513,,+-0.002,0.01,0.0003,
328.15,75.62,0.7942,,+-0.002,0.01,0.0003,
328.15,75.15,0.854,,+-0.002,0.01,0.0003,
328.15,74.02,0.907,,+-0.002,0.01,0.0003,
328.15,72.11,0.9529,,+-0.002,0.01,0.0003,
328.15,68.58,1.0,,+-0.002,0.01,0.0003,
