"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
55.26,345.3,0.011,0.178,+-0.05,,+-0.2,+-0.2
55.2,491.2,0.07,0.431,+-0.05,,+-0.2,+-0.2
5514.0,538.5,0.1,0.487,+-0.05,,+-0.2,+-0.2
55.14,588.4,0.141,0.52,+-0.05,,+-0.2,+-0.2
55.15,624.0,0.206,0.568,+-0.05,,+-0.2,+-0.2
55.05,654.4,0.303,0.583,+-0.05,,+-0.2,+-0.2
55.07,660.3,0.332,0.595,+-0.05,,+-0.2,+-0.2
55.1,668.4,0.387,0.606,+-0.05,,+-0.2,+-0.2
55.22,673.2,0.409,0.609,+-0.05,,+-0.2,+-0.2
55.1,674.5,0.498,0.621,+-0.05,,+-0.2,+-0.2
55.1,676.5,0.537,0.622,+-0.05,,+-0.2,+-0.2
55.14,676.7,0.603,0.635,+-0.05,,+-0.2,+-0.2
55.14,674.6,0.724,0.65,+-0.05,,+-0.2,+-0.2
55.22,673.5,0.81,0.682,+-0.05,,+-0.2,+-0.2
54.9,654.9,0.9,0.704,+-0.05,,+-0.2,+-0.2
55.1,640.5,0.943,0.746,+-0.05,,+-0.2,+-0.2
55.25,602.0,0.961,0.802,+-0.05,,+-0.2,+-0.2
