"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.45,94.4,0.0,0.0,+-0.1,+-0.1,,
349.85,94.4,0.058,0.185,+-0.1,+-0.1,,
348.65,94.4,0.081,0.241,+-0.1,+-0.1,,
348.15,94.4,0.092,0.263,+-0.1,+-0.1,,
347.35,94.4,0.118,0.299,+-0.1,+-0.1,,
345.75,94.4,0.177,0.381,+-0.1,+-0.1,,
344.15,94.4,0.223,0.442,+-0.1,+-0.1,,
342.95,94.4,0.296,0.495,+-0.1,+-0.1,,
342.05,94.4,0.391,0.546,+-0.1,+-0.1,,
341.85,94.4,0.498,0.586,+-0.1,+-0.1,,
341.65,94.4,0.553,0.605,+-0.1,+-0.1,,
341.55,94.4,0.654,0.639,+-0.1,+-0.1,,
341.65,94.4,0.672,0.647,+-0.1,+-0.1,,
342.55,94.4,0.829,0.718,+-0.1,+-0.1,,
343.85,94.4,0.92,0.797,+-0.1,+-0.1,,
345.05,94.4,0.943,0.845,+-0.1,+-0.1,,
345.35,94.4,0.949,0.853,+-0.1,+-0.1,,
346.95,94.4,0.977,0.922,+-0.1,+-0.1,,
349.25,94.4,1.0,1.0,+-0.1,+-0.1,,
