"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
373.01,3.284,0.0,0.0,0.002,+-0.003,+-0.002,+-0.002
373.01,3.244,0.118,0.115,0.002,+-0.003,+-0.002,+-0.002
373.01,3.249,0.228,0.233,0.002,+-0.003,+-0.002,+-0.002
373.01,3.441,0.466,0.504,0.002,+-0.003,+-0.002,+-0.002
373.01,3.559,0.533,0.576,0.002,+-0.003,+-0.002,+-0.002
373.01,3.593,0.55,0.595,0.002,+-0.003,+-0.002,+-0.002
373.01,3.735,0.608,0.656,0.002,+-0.003,+-0.002,+-0.002
373.01,3.784,0.63,0.679,0.002,+-0.003,+-0.002,+-0.002
373.01,4.062,0.722,0.769,0.002,+-0.003,+-0.002,+-0.002
373.01,4.175,0.755,0.798,0.002,+-0.003,+-0.002,+-0.002
373.01,4.374,0.806,0.844,0.002,+-0.003,+-0.002,+-0.002
373.01,4.437,0.823,0.856,0.002,+-0.003,+-0.002,+-0.002
373.01,4.572,0.855,0.878,0.002,+-0.003,+-0.002,+-0.002
373.01,4.79,0.901,0.916,0.002,+-0.003,+-0.002,+-0.002
373.01,4.847,0.912,0.923,0.002,+-0.003,+-0.002,+-0.002
