"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
305.45,9.1,0.107,0.995,0.25,,,
305.45,9.15,0.107,0.995,0.25,,,
305.45,9.2,0.109,0.995,0.25,,,
305.45,9.2,0.106,0.995,0.25,,,
305.45,9.2,0.111,0.9995,0.25,,,
305.45,10.05,0.118,0.995,0.25,,,
305.45,10.1,0.119,0.995,0.25,,,
305.45,19.1,0.2,0.994,0.25,,,
305.45,19.1,0.2,0.994,0.25,,,
305.45,19.1,0.2,0.995,0.25,,,
305.45,20.2,0.207,0.995,0.25,,,
305.45,29.75,0.285,0.993,0.25,,,
305.45,29.8,0.284,0.993,0.25,,,
305.45,29.8,0.281,0.993,0.25,,,
305.45,29.85,0.282,0.993,0.25,,,
305.45,30.7,0.29,0.992,0.25,,,
305.45,30.7,0.29,0.993,0.25,,,
305.45,30.7,0.29,0.992,0.25,,,
305.45,30.75,0.29,0.998,0.25,,,
305.45,39.4,0.346,0.989,0.25,,,
305.45,40.2,0.352,0.989,0.25,,,
305.45,40.2,0.352,0.989,0.25,,,
305.45,40.2,0.352,0.988,0.25,,,
305.45,40.25,0.352,0.988,0.25,,,
305.45,40.25,0.352,0.985,0.25,,,
305.45,49.3,0.406,0.985,0.25,,,
305.45,49.4,0.405,0.982,0.25,,,
305.45,50.7,0.411,0.983,0.25,,,
305.45,50.75,0.411,0.983,0.25,,,
305.45,50.75,0.411,0.978,0.25,,,
305.45,60.15,0.458,0.978,0.25,,,
305.45,60.25,0.46,0.978,0.25,,,
305.45,60.8,0.464,0.979,0.25,,,
305.45,60.85,0.464,0.979,0.25,,,
305.45,60.85,0.464,0.978,0.25,,,
305.45,65.9,0.491,0.975,0.25,,,
305.45,66.35,0.495,0.975,0.25,,,
305.45,66.5,0.495,0.975,0.25,,,
305.45,66.5,0.491,0.975,0.25,,,
305.45,69.55,0.508,0.971,0.25,,,
305.45,69.6,0.508,0.974,0.25,,,
305.45,69.8,0.509,0.973,0.25,,,
305.45,69.85,0.509,0.969,0.25,,,
305.45,79.6,0.564,0.965,0.25,,,
305.45,79.6,0.564,0.965,0.25,,,
305.45,79.75,0.561,0.965,0.25,,,
305.45,79.85,0.561,0.965,0.25,,,
305.45,80.85,0.565,0.963,0.25,,,
305.45,80.95,0.566,0.962,0.25,,,
305.45,81.0,0.566,0.961,0.25,,,
305.45,89.7,0.612,0.954,0.25,,,
305.45,89.9,0.613,0.954,0.25,,,
305.45,90.5,0.614,0.952,0.25,,,
305.45,90.6,0.615,0.951,0.25,,,
305.45,90.8,0.616,0.952,0.25,,,
305.45,99.1,0.657,0.941,0.25,,,
305.45,99.2,0.658,0.942,0.25,,,
305.45,99.25,0.659,0.941,0.25,,,
305.45,99.85,0.661,0.941,0.25,,,
