"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
383.6,14.3,0.0,0.0,0.2,0.13,0.2%,0.2%
383.6,15.43,0.0723,0.1188,0.2,0.13,0.2%,0.2%
383.6,17.26,0.1118,0.267,0.2,0.13,0.2%,0.2%
383.6,19.99,0.1788,0.4228,0.2,0.13,0.2%,0.2%
383.6,23.43,0.2887,0.5652,0.2,0.13,0.2%,0.2%
383.6,26.83,0.3958,0.6677,0.2,0.13,0.2%,0.2%
383.6,30.15,0.5316,0.7625,0.2,0.13,0.2%,0.2%
383.6,34.21,0.6727,0.8402,0.2,0.13,0.2%,0.2%
383.6,36.36,0.7373,0.875,0.2,0.13,0.2%,0.2%
383.6,40.41,0.8734,0.941,0.2,0.13,0.2%,0.2%
383.6,42.64,0.9245,0.9723,0.2,0.13,0.2%,0.2%
383.6,44.42,1.0,1.0,0.2,0.13,0.2%,0.2%
