"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
385.24,101.3,0.024,0.2011,+-0.01,+-0.1,,
381.25,101.3,0.0455,0.3202,+-0.01,+-0.1,,
375.12,101.3,0.0769,0.4859,+-0.01,+-0.1,,
368.6,101.3,0.123,0.6246,+-0.01,+-0.1,,
363.69,101.3,0.1717,0.715,+-0.01,+-0.1,,
358.94,101.3,0.2339,0.779,+-0.01,+-0.1,,
355.35,101.3,0.2936,0.8216,+-0.01,+-0.1,,
353.7,101.3,0.3218,0.8428,+-0.01,+-0.1,,
351.23,101.3,0.3958,0.8658,+-0.01,+-0.1,,
347.47,101.3,0.5322,0.8939,+-0.01,+-0.1,,
346.15,101.3,0.6088,0.9079,+-0.01,+-0.1,,
344.2,101.3,0.7417,0.927,+-0.01,+-0.1,,
343.19,101.3,0.8287,0.9392,+-0.01,+-0.1,,
342.82,101.3,0.8622,0.9461,+-0.01,+-0.1,,
342.43,101.3,0.8956,0.9531,+-0.01,+-0.1,,
