"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-18.0,29.2,0.197,0.96,+-1.0,+-0.2,+-0.003,+-0.005
14.5,29.0,0.154,0.897,+-1.0,+-0.2,+-0.003,+-0.005
43.0,30.0,0.123,0.807,+-1.0,+-0.2,+-0.003,+-0.005
