"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-75,200,,0.9828,+- 0.05,+- 3,,
-75,250,,0.9858,+- 0.05,+- 3,,
-75,400,,0.9912,+- 0.05,+- 3,,
-75,500,0.104,0.992,+- 0.05,+- 3,,
-75,1000,0.196,0.9879,+- 0.05,+- 3,,
-75,1500,0.289,0.9792,+- 0.05,+- 3,,
-75,2000,0.378,0.9349,+- 0.05,+- 3,,
