"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
413.15,77.61,0.9536,0.655,,,,
413.15,79.696,0.9503,0.638,,,,
413.15,91.33,0.9314,0.549,,,,
413.15,107.787,0.9066,0.457,,,,
413.15,112.246,0.9004,0.437,,,,
413.15,145.576,0.856,0.325,,,,
413.15,146.115,0.8567,0.326,,,,
413.15,154.521,0.846,0.305,,,,
413.15,189.506,0.807,0.241,,,,
413.15,193.174,0.8053,0.238,,,,
413.15,192.251,0.8061,0.239,,,,
413.15,316.668,0.6995,0.133,,,,
