"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
368.15,7.01,0.0,0.0,0.01,0.025,0.001,0.001
368.15,7.635,0.0196,0.1006,0.01,0.025,0.001,0.001
368.15,8.65,0.0544,0.2379,0.01,0.025,0.001,0.001
368.15,10.265,0.1064,0.3898,0.01,0.025,0.001,0.001
368.15,12.145,0.1697,0.5191,0.01,0.025,0.001,0.001
368.15,13.92,0.235,0.61,0.01,0.025,0.001,0.001
368.15,15.405,0.2893,0.6691,0.01,0.025,0.001,0.001
368.15,15.495,0.2935,0.6721,0.01,0.025,0.001,0.001
368.15,17.265,0.371,0.7315,0.01,0.025,0.001,0.001
368.15,18.74,0.4421,0.7747,0.01,0.025,0.001,0.001
368.15,20.22,0.5124,0.8117,0.01,0.025,0.001,0.001
368.15,20.865,0.5447,0.8272,0.01,0.025,0.001,0.001
368.15,21.46,0.5757,0.8414,0.01,0.025,0.001,0.001
368.15,22.09,0.6096,0.855,0.01,0.025,0.001,0.001
368.15,22.615,0.6393,0.8673,0.01,0.025,0.001,0.001
368.15,23.535,0.6896,0.8864,0.01,0.025,0.001,0.001
368.15,24.99,0.7723,0.917,0.01,0.025,0.001,0.001
368.15,26.525,0.8606,0.9488,0.01,0.025,0.001,0.001
368.15,28.035,0.9498,0.981,0.01,0.025,0.001,0.001
368.15,28.895,1.0,1.0,0.01,0.025,0.001,0.001
