"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.26,0.505,0.8974,,0.02,0.01,,
323.72,0.515,0.8974,,0.02,0.01,,
333.25,0.65,0.8974,,0.02,0.01,,
343.26,0.83,0.8974,,0.02,0.01,,
345.64,0.875,0.8974,,0.02,0.01,,
353.24,1.035,0.8974,,0.02,0.01,,
363.22,1.286,0.8974,,0.02,0.01,,
373.24,1.576,0.8974,,0.02,0.01,,
383.21,1.911,0.8974,,0.02,0.01,,
393.23,2.296,0.8974,,0.02,0.01,,
403.31,2.746,0.8974,,0.02,0.01,,
413.33,3.256,0.8974,,0.02,0.01,,
418.28,3.531,0.8974,,0.02,0.01,,
420.31,3.651,0.8974,,0.02,0.01,,
423.32,3.836,0.8974,,0.02,0.01,,
424.85,3.931,0.8974,,0.02,0.01,,
425.22,3.956,0.8974,,0.02,0.01,,
