"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.15,0.058,0.0,0.0,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,26.1,0.396,0.9988,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,29.212,0.459,0.9989,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,31.596,0.508,0.999,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,31.632,0.511,0.999,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,34.26,0.567,0.9991,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,36.292,0.612,0.9992,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,38.619,0.672,0.9993,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,40.868,0.725,0.9995,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,42.974,0.79,0.9996,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,45.271,0.85,0.9997,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,47.562,0.916,0.9998,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,49.715,0.969,0.9999,+-0.01,+-0.03,+-0.0005,+-0.0005
353.15,50.957,1.0,1.0,+-0.01,+-0.03,+-0.0005,+-0.0005
