"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
293.3,5.72,0.0,0.0,+-0.01,+-0.02,+-0.001,+-0.001
293.3,6.0,0.005,0.023,+-0.01,+-0.02,+-0.001,+-0.001
293.3,6.47,0.017,0.057,+-0.01,+-0.02,+-0.001,+-0.001
293.3,6.49,0.017,0.059,+-0.01,+-0.02,+-0.001,+-0.001
293.3,6.98,0.029,0.088,+-0.01,+-0.02,+-0.001,+-0.001
293.3,7.42,0.041,0.111,+-0.01,+-0.02,+-0.001,+-0.001
293.3,8.1,0.061,0.136,+-0.01,+-0.02,+-0.001,+-0.001
293.3,8.7,0.076,0.137,+-0.01,+-0.02,+-0.001,+-0.001
293.3,8.9,0.086,0.133,+-0.01,+-0.02,+-0.001,+-0.001
293.3,9.03,0.096,0.129,+-0.01,+-0.02,+-0.001,+-0.001
293.3,9.11,0.116,0.116,+-0.01,+-0.02,+-0.001,+-0.001
