"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
60.7,2.464,0.1739,0.9723,,,,
60.7,3.567,0.2533,0.9777,,,,
60.7,4.691,0.3363,0.9799,,,,
60.7,5.745,0.4215,0.9803,,,,
60.7,6.449,0.4831,0.9803,,,,
60.7,7.166,0.5499,0.9793,,,,
60.7,7.717,0.6056,0.9751,,,,
60.7,8.29,0.6733,0.9762,,,,
60.7,8.903,0.7484,0.9706,,,,
60.7,9.42,0.8217,0.9652,,,,
60.7,9.696,0.867,0.9618,,,,
60.7,9.855,0.8921,0.9599,,,,
