"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-100,200,0.0696,0.9659,+- 0.05,+- 3,,
-100,500,0.186,0.9784,+- 0.05,+- 3,,
-100,1000,0.428,0.9727,+- 0.05,+- 3,,
-100,1200,0.569,0.9457,+- 0.05,+- 3,,
-100,1350,0.828,0.883,+- 0.05,+- 3,,
