"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.13,23.046,0.0,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.173,0.00163,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.503,0.00978,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.622,0.02043,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.761,0.02983,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.83,0.03804,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.945,0.04762,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.214,0.06765,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.621,0.09863,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,25.55,0.20401,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,26.141,0.37965,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,25.803,0.55197,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,25.326,0.69985,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,25.062,0.80175,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.894,0.86206,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.822,0.89408,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.701,0.91542,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.531,0.93285,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.415,0.94077,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,24.111,0.94872,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.635,0.95605,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,23.031,0.96214,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,22.231,0.96771,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,21.481,0.97167,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,20.67,0.97553,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,19.62,0.97924,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,19.433,0.97995,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,18.94,0.98154,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,17.871,0.98515,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,16.865,0.98815,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,15.795,0.99129,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,15.156,0.993,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,14.769,0.99401,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,14.399,0.99498,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,14.003,0.99598,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,13.592,0.99697,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,13.22,0.99788,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,12.764,0.99886,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,12.395,0.99977,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.13,12.284,1.0,,+-0.1,+-0.01,+-0.0001,+-0.0001
