"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
220,94.9,0.0,0.0,0.03,0.2,,
220,100.0,0.0062,0.0559,0.03,0.2,,
220,200.0,0.1014,0.4698,0.03,0.2,,
220,300.0,0.1965,0.6251,0.03,0.2,,
220,400.0,0.2912,0.7147,0.03,0.2,,
220,500.0,0.3838,0.7745,0.03,0.2,,
220,600.0,0.474,0.8185,0.03,0.2,,
220,700.0,0.5604,0.8769,0.03,0.2,,
220,800.0,0.6421,0.8963,0.03,0.2,,
220,900.0,0.7165,0.9125,0.03,0.2,,
220,1000.0,0.7859,0.9289,0.03,0.2,,
220,1100.0,0.8506,0.9474,0.03,0.2,,
220,1200.0,0.911,0.968,0.03,0.2,,
220,1300.0,0.966,0.966,0.03,0.2,,
220,1302.0,0.966,0.966,0.03,0.2,,
220,1302.0,,0.966,0.03,0.2,,
220,1299.0,,0.968,0.03,0.2,,
