"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
308.15,35.91,0.0,,,+-0.4,,
308.15,52.58,0.1017,,,+-0.4,,
308.15,66.82,0.1968,,,+-0.4,,
308.15,81.79,0.2925,,,+-0.4,,
308.15,89.64,0.34,,,+-0.4,,
308.15,106.76,0.4447,,,+-0.4,,
308.15,114.08,0.4861,,,+-0.4,,
308.15,131.8,0.5893,,,+-0.4,,
308.15,154.39,0.705,,,+-0.4,,
308.15,172.5,0.7995,,,+-0.4,,
308.15,191.52,0.9029,,,+-0.4,,
308.15,208.87,1.0,,,+-0.4,,
