"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
157.2,200,0.863,0.85,+-0.3,,,
157.6,200,0.752,0.758,+-0.3,,,
157.8,200,0.641,0.699,+-0.3,,,
157.9,200,0.59,0.669,+-0.3,,,
158.4,200,0.489,0.632,+-0.3,,,
159.1,200,0.382,0.595,+-0.3,,,
159.9,200,0.372,0.593,+-0.3,,,
160.6,200,0.244,0.561,+-0.3,,,
162.5,200,0.175,0.526,+-0.3,,,
163.9,200,0.136,0.495,+-0.3,,,
164.4,200,0.108,0.477,+-0.3,,,
168.9,200,0.062,0.397,+-0.3,,,
177.2,200,0.02,0.289,+-0.3,,,
