"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
362.79,40.0,0.0442,0.1967,+-0.01,+-0.1,,
361.14,40.0,0.0596,0.2684,+-0.01,+-0.1,,
357.22,40.0,0.1316,0.4254,+-0.01,+-0.1,,
353.81,40.0,0.1889,0.5243,+-0.01,+-0.1,,
350.51,40.0,0.2929,0.6328,+-0.01,+-0.1,,
347.82,40.0,0.3985,0.7152,+-0.01,+-0.1,,
346.5,40.0,0.4935,0.7495,+-0.01,+-0.1,,
345.52,40.0,0.5987,0.7818,+-0.01,+-0.1,,
344.96,40.0,0.6794,0.806,+-0.01,+-0.1,,
344.56,40.0,0.7812,0.835,+-0.01,+-0.1,,
344.31,40.0,0.8422,0.8552,+-0.01,+-0.1,,
344.21,40.0,0.8909,0.8808,+-0.01,+-0.1,,
344.53,40.0,0.9481,0.9215,+-0.01,+-0.1,,
