"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
494.8,400,0.0,0.0,,,,
473.0,400,0.081,0.294,,,,
451.7,400,0.183,0.539,,,,
445.7,400,0.215,0.606,,,,
437.2,400,0.271,0.676,,,,
414.0,400,0.45,0.825,,,,
394.9,400,0.656,0.93,,,,
384.3,400,0.787,0.97,,,,
371.7,400,1.0,1.0,,,,
