"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.6,0.958,0.738,,+-0.2,+-0.02,,
50.2,1.241,0.738,,+-0.2,+-0.02,,
71.4,1.855,0.738,,+-0.2,+-0.02,,
80.2,2.151,0.738,,+-0.2,+-0.02,,
104.7,3.082,0.738,,+-0.2,+-0.02,,
120.1,3.744,0.738,,+-0.2,+-0.02,,
