"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
385.53,40.0,0.0361,0.3174,0.01,0.1,0.0001,0.0001
383.25,40.0,0.0449,0.3805,0.01,0.1,0.0001,0.0001
378.06,40.0,0.0736,0.4844,0.01,0.1,0.0001,0.0001
372.02,40.0,0.1294,0.6007,0.01,0.1,0.0001,0.0001
367.95,40.0,0.198,0.679,0.01,0.1,0.0001,0.0001
365.18,40.0,0.2885,0.725,0.01,0.1,0.0001,0.0001
363.03,40.0,0.3969,0.7612,0.01,0.1,0.0001,0.0001
361.93,40.0,0.4841,0.7869,0.01,0.1,0.0001,0.0001
360.84,40.0,0.5729,0.8078,0.01,0.1,0.0001,0.0001
359.74,40.0,0.6877,0.8365,0.01,0.1,0.0001,0.0001
358.96,40.0,0.797,0.8713,0.01,0.1,0.0001,0.0001
358.62,40.0,0.8497,0.898,0.01,0.1,0.0001,0.0001
358.35,40.0,0.9013,0.9259,0.01,0.1,0.0001,0.0001
358.03,40.0,0.9858,0.9866,0.01,0.1,0.0001,0.0001
