"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
332.53,76.284,0.0,0.0,,,,
332.53,76.776,0.0088,0.012,,,,
332.53,77.063,0.0164,0.0212,,,,
332.53,77.317,0.0312,0.0333,,,,
332.53,77.129,0.0563,0.0433,,,,
332.53,76.717,0.0978,0.0521,,,,
332.53,76.363,0.1291,0.0562,,,,
332.53,75.054,0.2151,0.0646,,,,
332.53,73.66,0.2937,0.0701,,,,
332.53,73.251,0.316,0.0717,,,,
332.53,72.354,0.3597,0.0744,,,,
332.53,71.857,0.3905,0.0766,,,,
332.53,70.951,0.4251,0.0788,,,,
332.53,69.679,0.4742,0.0824,,,,
332.53,68.501,0.5114,0.0854,,,,
332.53,66.676,0.5628,0.0898,,,,
332.53,65.35,0.5928,0.0938,,,,
332.53,65.018,0.6017,0.094,,,,
332.53,63.868,0.6238,0.0974,,,,
332.53,61.611,0.6668,0.1037,,,,
332.53,60.018,0.6911,0.1079,,,,
332.53,57.327,0.7257,0.1146,,,,
332.53,52.066,0.781,0.1303,,,,
332.53,44.943,0.8378,0.1571,,,,
332.53,38.345,0.8785,0.1897,,,,
332.53,31.623,0.9125,,,,,
332.53,18.789,0.9639,,,,,
332.53,8.099,1.0,1.0,,,,
