"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60.4,760,0.021,0.015,,+-0.2,,
60.8,760,0.079,0.056,,+-0.2,,
61.3,760,0.138,0.1,,+-0.2,,
61.9,760,0.202,0.145,,+-0.2,,
62.4,760,0.263,0.19,,+-0.2,,
63.0,760,0.328,0.239,,+-0.2,,
63.7,760,0.388,0.288,,+-0.2,,
64.5,760,0.454,0.34,,+-0.2,,
65.3,760,0.518,0.394,,+-0.2,,
65.4,760,0.52,0.396,,+-0.2,,
66.3,760,0.583,0.452,,+-0.2,,
67.4,760,0.642,0.509,,+-0.2,,
68.4,760,0.698,0.566,,+-0.2,,
69.7,760,0.754,0.629,,+-0.2,,
71.1,760,0.814,0.699,,+-0.2,,
72.6,760,0.871,0.774,,+-0.2,,
74.3,760,0.926,0.86,,+-0.2,,
76.1,760,0.982,0.963,,+-0.2,,
