"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
268.7,20,0.0212,0.8988,,,,
268.7,30,0.0329,0.9312,,,,
268.7,50,0.0543,0.9558,,,,
268.7,100,0.1031,0.9748,,,,
268.7,150,0.148,0.9813,,,,
268.7,200,0.1899,0.9845,,,,
268.7,250,0.2268,0.9866,,,,
