"T, K","P, bar",X,Y,T Err,P Err,X Err,Y Err
313.13,0.78,0.1428,0.9109,,,0.0005,0.0005
313.13,1.18,0.1882,0.9259,,,0.0005,0.0005
313.13,1.56,0.2468,0.9571,,,0.0005,0.0005
313.13,2.03,0.3078,0.9692,,,0.0005,0.0005
313.13,2.47,0.3634,0.9713,,,0.0005,0.0005
313.13,2.8,0.4068,0.9789,,,0.0005,0.0005
313.13,3.24,0.4663,0.9749,,,0.0005,0.0005
313.13,3.59,0.5369,0.9837,,,0.0005,0.0005
313.13,4.06,0.5762,0.9721,,,0.0005,0.0005
313.13,4.6,0.6368,0.988,,,0.0005,0.0005
313.13,5.17,0.7022,0.9872,,,0.0005,0.0005
313.13,5.48,0.7471,0.9891,,,0.0005,0.0005
313.13,5.91,0.7964,0.9919,,,0.0005,0.0005
313.13,6.2,0.8153,0.9915,,,0.0005,0.0005
313.13,6.44,0.8464,0.9907,,,0.0005,0.0005
313.13,6.9,0.867,0.9754,,,0.0005,0.0005
313.13,7.12,0.892,0.983,,,0.0005,0.0005
313.13,7.39,0.9083,0.9867,,,0.0005,0.0005
