"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
246.4,1.31,0.103,,,,,
246.4,1.34,,0.911,,,,
246.4,2.71,0.243,,,,,
246.4,2.74,,0.951,,,,
246.4,4.1,0.394,,,,,
246.4,4.14,,0.962,,,,
246.4,5.21,0.537,,,,,
246.4,5.31,,0.969,,,,
246.4,6.25,0.699,,,,,
246.4,6.36,,0.972,,,,
246.4,7.07,0.809,,,,,
246.4,7.14,,0.974,,,,
246.4,7.17,0.82,,,,,
246.4,7.85,0.913,,,,,
246.4,7.87,,0.978,,,,
246.4,8.25,0.956,,,,,
246.4,8.31,0.959,0.983,,,,
