"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
67.3,500,0.029,0.132,+-0.05,+-1,,
67.0,500,0.068,0.253,+-0.05,+-1,,
63.1,500,0.138,0.394,+-0.05,+-1,,
61.2,500,0.213,0.476,+-0.05,+-1,,
60.1,500,0.266,0.517,+-0.05,+-1,,
59.1,500,0.313,0.538,+-0.05,+-1,,
58.3,500,0.408,0.578,+-0.05,+-1,,
58.0,500,0.475,0.598,+-0.05,+-1,,
57.8,500,0.556,0.619,+-0.05,+-1,,
57.8,500,0.637,0.632,+-0.05,+-1,,
57.9,500,0.734,0.664,+-0.05,+-1,,
58.5,500,0.818,0.687,+-0.05,+-1,,
59.1,500,0.884,0.713,+-0.05,+-1,,
61.9,500,0.963,0.816,+-0.05,+-1,,
