"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80.5,760,1.0,1.0,+-0.15,+-0.6,,
79.8,760,0.951,0.933,+-0.15,+-0.6,,
79.3,760,0.912,0.881,+-0.15,+-0.6,,
79.1,760,0.893,0.861,+-0.15,+-0.6,,
79.1,760,0.884,0.85,+-0.15,+-0.6,,
78.8,760,0.861,0.823,+-0.15,+-0.6,,
78.3,760,0.821,0.773,+-0.15,+-0.6,,
77.9,760,0.774,0.726,+-0.15,+-0.6,,
77.5,760,0.727,0.681,+-0.15,+-0.6,,
77.0,760,0.633,0.594,+-0.15,+-0.6,,
77.0,760,0.632,0.591,+-0.15,+-0.6,,
76.7,760,0.558,0.529,+-0.15,+-0.6,,
76.8,760,0.545,0.521,+-0.15,+-0.6,,
76.7,760,0.489,0.475,+-0.15,+-0.6,,
76.6,760,0.46,0.453,+-0.15,+-0.6,,
76.7,760,0.457,0.453,+-0.15,+-0.6,,
76.7,760,0.422,0.425,+-0.15,+-0.6,,
76.8,760,0.369,0.385,+-0.15,+-0.6,,
76.9,760,0.299,0.327,+-0.15,+-0.6,,
77.1,760,0.253,0.291,+-0.15,+-0.6,,
77.9,760,0.171,0.216,+-0.15,+-0.6,,
77.9,760,0.148,0.199,+-0.15,+-0.6,,
78.3,760,0.121,0.165,+-0.15,+-0.6,,
78.4,760,0.103,0.146,+-0.15,+-0.6,,
78.4,760,0.101,0.146,+-0.15,+-0.6,,
78.5,760,0.09,0.131,+-0.15,+-0.6,,
78.8,760,0.073,0.111,+-0.15,+-0.6,,
78.9,760,0.065,0.099,+-0.15,+-0.6,,
80.1,760,0.0,0.0,+-0.15,+-0.6,,
