"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
361.4,246.5,0.891,,+-0.7,+-1,,
355.9,215.0,0.891,,+-0.7,+-1,,
351.0,185.0,0.891,,+-0.7,+-1,,
348.8,170.0,0.891,,+-0.7,+-1,,
345.9,150.0,0.891,,+-0.7,+-1,,
342.4,120.0,0.891,,+-0.7,+-1,,
341.6,110.0,0.891,,+-0.7,+-1,,
340.6,90.0,0.891,,+-0.7,+-1,,
341.2,80.0,0.891,,+-0.7,+-1,,
345.8,60.0,0.891,,+-0.7,+-1,,
354.1,47.6,0.891,,+-0.7,+-1,,
372.7,37.3,0.891,,+-0.7,+-1,,
394.4,32.5,0.891,,+-0.7,+-1,,
407.4,31.0,0.891,,+-0.7,+-1,,
421.9,29.9,0.891,,+-0.7,+-1,,
432.6,29.0,0.891,,+-0.7,+-1,,
