"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
379.4,94.9,0.0,0.0,0.1,0.15,0.002,0.002
377.0,94.9,0.049,0.111,0.1,0.15,0.002,0.002
375..8,94.9,0.093,0.187,0.1,0.15,0.002,0.002
373.6,94.9,0.145,0.289,0.1,0.15,0.002,0.002
372.8,94.9,0.168,0.321,0.1,0.15,0.002,0.002
369.0,94.9,0.287,0.5,0.1,0.15,0.002,0.002
366.0,94.9,0.415,0.647,0.1,0.15,0.002,0.002
364.2,94.9,0.479,0.702,0.1,0.15,0.002,0.002
363.4,94.9,0.518,0.735,0.1,0.15,0.002,0.002
361.7,94.9,0.586,0.783,0.1,0.15,0.002,0.002
360.3,94.9,0.664,0.843,0.1,0.15,0.002,0.002
357.9,94.9,0.772,0.913,0.1,0.15,0.002,0.002
357.4,94.9,0.797,0.929,0.1,0.15,0.002,0.002
354.9,94.9,0.941,0.988,0.1,0.15,0.002,0.002
353.8,94.9,1.0,1.0,0.1,0.15,0.002,0.002
