"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
30,60.3,0.001,0.022,,+-0.05,+-0.001,+-0.001
30,61.8,0.002,0.059,,+-0.05,+-0.001,+-0.001
30,65.5,0.005,0.118,,+-0.05,+-0.001,+-0.001
30,69.2,0.01,0.18,,+-0.05,+-0.001,+-0.001
30,73.4,0.02,0.216,,+-0.05,+-0.001,+-0.001
30,75.1,0.04,0.244,,+-0.05,+-0.001,+-0.001
30,75.8,0.06,0.253,,+-0.05,+-0.001,+-0.001
30,76.1,0.08,0.255,,+-0.05,+-0.001,+-0.001
30,76.7,0.1,0.259,,+-0.05,+-0.001,+-0.001
30,76.7,0.12,0.259,,+-0.05,+-0.001,+-0.001
30,76.8,0.14,0.261,,+-0.05,+-0.001,+-0.001
30,76.7,0.15,0.261,,+-0.05,+-0.001,+-0.001
