"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
63.1,1.0,0.03,0.091,,,,
61.4,1.0,0.062,0.175,,,,
58.8,1.0,0.136,0.288,,,,
56.5,1.0,0.243,0.4,,,,
55.4,1.0,0.327,0.473,,,,
54.4,1.0,0.425,0.534,,,,
54.1,1.0,0.503,0.578,,,,
53.9,1.0,0.562,0.613,,,,
53.8,1.0,0.602,0.637,,,,
53.7,1.0,0.643,0.658,,,,
53.7,1.0,0.695,0.693,,,,
53.8,1.0,0.745,0.72,,,,
54.2,1.0,0.816,0.778,,,,
55.0,1.0,0.914,0.874,,,,
55.9,1.0,0.957,0.93,,,,
