"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
70.2,4.289,0.3009,0.9959,+-0.3,+-0.007,+-0.002,+-0.00015
70.2,5.833,0.4014,0.9956,+-0.3,+-0.007,+-0.002,+-0.00015
70.2,7.026,0.4783,0.9948,+-0.3,+-0.007,+-0.002,+-0.00015
70.2,8.687,0.5888,0.9929,+-0.3,+-0.007,+-0.002,+-0.00015
70.2,10.625,0.7259,0.9871,+-0.3,+-0.007,+-0.002,+-0.00015
70.2,11.604,0.8164,0.9776,+-0.3,+-0.007,+-0.002,+-0.00015
