"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
598.15,520.4,0.0,0.0,+-0.1,+-0.4,+-0.001,+-0.001
598.15,553.4,0.075,0.123,+-0.1,+-0.7,+-0.001,+-0.001
598.15,584.2,0.143,0.224,+-0.1,+-0.7,+-0.001,+-0.001
598.15,616.3,0.222,0.319,+-0.1,+-0.7,+-0.001,+-0.001
598.15,656.8,0.328,0.442,+-0.1,+-0.7,+-0.001,+-0.001
598.15,691.8,0.43,0.539,+-0.1,+-3.5,+-0.001,+-0.001
598.15,723.5,0.537,0.633,+-0.1,+-3.5,+-0.001,+-0.001
598.15,762.6,0.656,0.733,+-0.1,+-3.5,+-0.001,+-0.001
598.15,789.8,0.759,0.815,+-0.1,+-3.5,+-0.001,+-0.001
598.15,826.6,0.916,0.936,+-0.1,+-3.5,+-0.001,+-0.001
598.15,842.8,1.0,1.0,+-0.1,+-3.5,+-0.001,+-0.001
