"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,59.082,0.0,,+-0.005,+-0.006,,
323.15,56.846,0.0823,,+-0.005,+-0.006,,
323.15,56.063,0.1108,,+-0.005,+-0.006,,
323.15,54.546,0.166,,+-0.005,+-0.006,,
323.15,53.024,0.2191,,+-0.005,+-0.006,,
323.15,51.526,0.2687,,+-0.005,+-0.006,,
323.15,50.433,0.304,,+-0.005,+-0.006,,
323.15,49.123,0.3433,,+-0.005,+-0.006,,
323.15,47.853,0.3809,,+-0.005,+-0.006,,
323.15,46.558,0.4188,,+-0.005,+-0.006,,
323.15,44.96,0.4617,,+-0.005,+-0.006,,
323.15,43.108,0.512,,+-0.005,+-0.006,,
323.15,40.542,0.5743,,+-0.005,+-0.006,,
323.15,37.08,0.6529,,+-0.005,+-0.006,,
323.15,33.116,0.7359,,+-0.005,+-0.006,,
323.15,28.447,0.8243,,+-0.005,+-0.006,,
323.15,23.729,0.9103,,+-0.005,+-0.006,,
323.15,18.497,1.0,,+-0.005,+-0.006,,
