"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.15,28.077,0.0,0.0,,,0.0005,0.0017
333.15,34.118,0.0456,0.2028,,,0.0005,0.0017
333.15,41.006,0.1001,0.3783,,,0.0005,0.0017
333.15,48.085,0.169,0.5018,,,0.0005,0.0017
333.15,55.347,0.2501,0.5983,,,0.0005,0.0017
333.15,62.629,0.3505,0.6782,,,0.0005,0.0017
333.15,69.985,0.4752,0.7498,,,0.0005,0.0017
333.15,75.787,0.5908,0.8034,,,0.0005,0.0017
333.15,80.3,0.6978,0.8483,,,0.0005,0.0017
333.15,83.85,0.7917,0.8878,,,0.0005,0.0017
333.15,86.527,0.8706,0.9245,,,0.0005,0.0017
333.15,88.773,0.9359,0.9585,,,0.0005,0.0017
333.15,90.195,0.9792,0.985,,,0.0005,0.0017
333.15,90.718,1.0,1.0,,,0.0005,0.0017
