"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
50.0,22.0,0.762,0.0141,+-0.04,0.25,+-0.5%,+-0.5%
50.0,41.0,0.75,0.0068,+-0.04,0.25,+-0.5%,+-0.5%
50.0,83.0,0.729,0.0034,+-0.04,0.25,+-0.5%,+-0.5%
50.0,141.0,0.71,0.0022,+-0.04,0.25,+-0.5%,+-0.5%
50.0,222.0,0.69,0.00161,+-0.04,0.25,+-0.5%,+-0.5%
