"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
125.0,3.172,0.0,0.0,+-0.1,+-0.15%,,
125.0,3.316,0.0145,0.0365,+-0.1,+-0.15%,,
125.0,3.523,0.0305,0.0721,+-0.1,+-0.15%,,
125.0,3.868,0.0555,0.1128,+-0.1,+-0.15%,,
125.0,4.164,0.0782,0.1448,+-0.1,+-0.15%,,
125.0,4.433,0.1041,0.1725,+-0.1,+-0.15%,,
125.0,4.62,0.1264,0.1827,+-0.1,+-0.15%,,
125.0,4.771,0.1441,0.1788,+-0.1,+-0.15%,,
125.0,4.847,0.1623,0.1623,+-0.1,+-0.15%,,
