"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
161.8,760,0.0,0.0,0.01,+-0.003,,
154.6,760,0.032,0.194,0.01,+-0.003,,
149.7,760,0.054,0.308,0.01,+-0.003,,
140.4,760,0.103,0.496,0.01,+-0.003,,
134.9,760,0.138,0.596,0.01,+-0.003,,
129.15,760,0.183,0.676,0.01,+-0.003,,
124.75,760,0.221,0.741,0.01,+-0.003,,
120.8,760,0.257,0.778,0.01,+-0.003,,
116.2,760,0.311,0.826,0.01,+-0.003,,
114.2,760,0.335,0.848,0.01,+-0.003,,
109.6,760,0.398,0.874,0.01,+-0.003,,
108.7,760,0.412,0.885,0.01,+-0.003,,
105.8,760,0.457,0.907,0.01,+-0.003,,
102.8,760,0.512,0.926,0.01,+-0.003,,
99.6,760,0.573,0.943,0.01,+-0.003,,
96.75,760,0.634,0.954,0.01,+-0.003,,
94.85,760,0.681,0.964,0.01,+-0.003,,
92.9,760,0.728,0.973,0.01,+-0.003,,
90.5,760,0.79,0.979,0.01,+-0.003,,
88.4,760,0.852,0.987,0.01,+-0.003,,
83.5,760,1.0,1.0,0.01,+-0.003,,
